Amount,Applicant,Average,Beneficiary,Community_ID,Deviation,Frequency,Linkage
12206566,KH MUTAHIR KALEEM,1743795.143,EASTERN TEXTILE COMPANY LTD,12,731898.9591,7,0
10160590,KH MUTAHIR KALEEM,3386863.333,FLAMENT TEKSTIL SANAYI VE TICARET,12,1536390.265,3,0
7224406,KH MUTAHIR KALEEM,1204067.667,LAIWU CITY MEIERJIE PLASTIC,12,515345.9349,6,0
68648272.16,KH MUTAHIR KALEEM,9806896.023,NANJING FABOER TEXTILE CO LTD,12,3140590.131,7,0
13470383,KH MUTAHIR KALEEM,2694076.6,OKKIRAN TEKSTIL GIDA SANVE TICARET,12,439443.531,5,0
6014413.75,KH MUTAHIR KALEEM,6014413.75,XINXIANG CHEMICAL FIBRE,12,,1,0
27348421,U AND  I GARMENTS (PVT) LTD,27348421,ZAMAN TEXTILE MILLS PVT LTD,13,,1,0
8880000,"NFK EXPORT (PVT) LTD.,",8880000,INDUS DYEING AND MFG CO LTD,13,,1,0
28525000,"NFK EXPORT (PVT) LTD.,",14262500,PAK KUWAIT TEXTILES LIMITED,13,11861716.25,2,0
1216794,YOUNAS AND BROTHERS,1216794,DONGGUAN XINGHONG TRADE CO,13,,1,0
5343895,YOUNAS AND BROTHERS,2671947.5,SHENZHEN ONETOUCH BUSINESS,13,45198.97256,2,0
3480000,"MEHAR INTERNATIONAL.,",3480000,GADOON TEXTILE MILLS LIMITED,13,,1,0
59360884,"MEHAR INTERNATIONAL.,",4946740.333,GLOBAL TEXTILE,13,324342.0117,12,0
3028200,"MEHAR INTERNATIONAL.,",3028200,TATA TEXTILE MILLS LIMITED,13,,1,0
1629121.64,B AND H TRADING  COMPANY,1629121.64,SHENZHEN ONETOUCH BUSINESS,13,,1,0
15543702.58,THE WINDMILL CHEMICAL COMPANY,1110264.47,ASAHI DYESTUFF MFG CO LTD,13,236770.9885,14,0
40394678,AWAN FOOD INDUSTRIES,40394678,SKF BOILERS AND DRIERS PVT LTD,13,,1,0
8192600,INDIGO TEXTILE PVT LTD,8192600,DIN TEXTILE MILLS LIMITED,13,,1,0
72786590,INDIGO TEXTILE PVT LTD,72786590,SAPPHIRE TEXTILE MILLS LTD,13,,1,0
11312327.77,HMF ENTERPRISES,2262465.554,JONG STIT CO LTD,13,158396.8089,5,0
7641443.42,HMF ENTERPRISES,3820721.71,RUBBERFLEX SDN BHD,13,510709.7395,2,0
5321973,JAFFSON ENTERPRISES PVT LTD,5321973,JIAXING ONETOUCH FOREIGN TRADE,13,,1,0
5328213,JAFFSON ENTERPRISES PVT LTD,2664106.5,ZHEJIANG ONETOUCH BUSINESS SERVICE,13,211961.6216,2,1
15906058.7,ALI TEXTILES,3181211.74,DYMATIC CHEMICALS INC,13,682888.0258,5,1
1255182,ALI TEXTILES,1255182,EVYAP SABUN MALAYSIA SDN BHD,13,,1,1
1234262.3,ALI TEXTILES,1234262.3,VANCE BIOENERGY SDN BHD,13,,1,0
4349793,A.C.YOUSUF AND CO.,4349793,FUJIAN JINLUN FIBER SHAREHOLDING,13,,1,0
3119127.27,A.C.YOUSUF AND CO.,3119127.27,JINJIANG JINFU CHEMICAL FIBER AND,13,,1,0
5912976.28,A.C.YOUSUF AND CO.,2956488.14,TK CHEMICAL CORP,13,955899.2757,2,0
2810415.26,A.C.YOUSUF AND CO.,2810415.26,TONGXIANG ZHONGCHI CHEMICAL FIBER,13,,1,0
2691988.84,A.C.YOUSUF AND CO.,2691988.84,ZHEJIANG HENGYI PETROCHEMICALS CO,13,,1,0
49139746.24,"LANCER SURGICAL COMPANY,",2586302.434,YKK PAKISTAN PVT LTD,13,2122520.617,19,0
9674240,AHMED IMPEX,3224746.667,CHEMTECH INTERNATIONAL,13,139333.3059,3,0
143948890.1,AHMED IMPEX,9596592.672,COLOURTEX INDUSTRIES PRIVATE,13,4020762.469,15,1
10350883.09,AHMED IMPEX,5175441.545,ULTRAKIM KIMYA SAN VE TIC AS,13,900192.8308,2,0
7531092,AHMED IMPEX,7531092,UNG JIN CORPORATION,13,,1,0
14530728,"PEAK GARMENTS (PVT) LTD.,",3632682,JONG STIT CO LTD,13,1488971.265,4,0
15583136.83,"PEAK GARMENTS (PVT) LTD.,",5194378.943,WUXI ZIHONG TEXTILE INTERNATIONAL,13,4469948.587,3,0
2417794.33,PAK GULF CONSTRUCTION PVT LTD,2417794.33,KONE MIDDLE EAST LLC,13,,1,0
8929875,PAK GULF CONSTRUCTION PVT LTD,8929875,SHANDONG XIWANG SUGAR INDUSTRY,13,,1,0
6551967,PAK GULF CONSTRUCTION PVT LTD,6551967,SHENZHEN ONETOUCH BUSINESS,13,,1,0
2583713.7,PAK GULF CONSTRUCTION PVT LTD,2583713.7,SUZHOU GUOXIN GROUP FENGYUAN,13,,1,0
3200191.11,INTER MARKET KNIT PVT LTD,3200191.11,EKSOY CHEMICALS INDIA PVT LTD,13,,1,0
5856500,INTER MARKET KNIT PVT LTD,2928250,GLAMOUR TEXTILE MILLS LTD,13,1639427.072,2,0
16411050,INTER MARKET KNIT PVT LTD,3282210,INTERLOOP LIMITED,13,1117063.31,5,0
2309988,INTER MARKET KNIT PVT LTD,2309988,TOUNG LOONG TEXTILE,13,,1,0
21599892,INTERLOOP LIMITED,21599892,CHEPSTOW FZE,13,,1,1
4147179,INTERLOOP LIMITED,4147179,CONITEX SONOCO 1302 INDUSTRIAL,13,,1,0
107712258.2,INTERLOOP LIMITED,107712258.2,ECOM AGROINDUSTRIAL CORP LTD,13,,1,1
38862968,INTERLOOP LIMITED,38862968,HANGZHOU ZHONGCAI CHEMICAL,13,,1,0
16852459,INTERLOOP LIMITED,16852459,JEANOLOGIA SL,13,,1,0
6533487,INTERLOOP LIMITED,6533487,JIAXING ONETOUCH FOREIGN TRADE,13,,1,0
37477854,INTERLOOP LIMITED,18738927,JONG STIT CO LTD,13,11338198.44,2,0
851294659,INTERLOOP LIMITED,212823664.8,LONATI SPA,13,49403237.12,4,0
77711455.57,INTERLOOP LIMITED,77711455.57,MAHAVIR COTTON PVT LTD 126G,13,,1,1
6855676,INTERLOOP LIMITED,6855676,PT ADIKENCANA MAHKOTABUANA,13,,1,0
2614962.5,INTERLOOP LIMITED,2614962.5,TIMA INTERNATIONAL,13,,1,0
33315470,INTERLOOP LIMITED,33315470,TONELLO SRL,13,,1,0
49530771.67,INTERLOOP LIMITED,16510257.22,VOLUNTEER ENTERPRISE CO LTD,13,8510242.527,3,0
1557790,INTERLOOP LIMITED,1557790,YILTEKS IC VE DIS TICARET AS,13,,1,1
24365518,"IBEX CONSTRUCTION (PVT) LTD.,",4060919.667,SHENZHEN ONETOUCH BUSINESS,13,2572540.063,6,0
1542294,"COSY INTERNATIONAL (PVT) LTD.,",1542294,AL NASR TEXTILES LIMITED,13,,1,0
10909378,"COSY INTERNATIONAL (PVT) LTD.,",3636459.333,BHANERO TEXTILE MILLS LTD,13,2452487.92,3,0
4981503.56,"COSY INTERNATIONAL (PVT) LTD.,",4981503.56,CHING CHI MACHINE CO LTD,13,,1,0
2977000,"COSY INTERNATIONAL (PVT) LTD.,",2977000,DIN TEXTILE MILLS LIMITED,13,,1,0
2884000,"COSY INTERNATIONAL (PVT) LTD.,",2884000,HAH TRADERS,13,,1,0
8702608,"COSY INTERNATIONAL (PVT) LTD.,",2900869.333,ZAHIDJEE TEXTILE MILLS LIMITED,13,2508865.339,3,0
3501957.78,MATCO FOODS (PVT) LIMITED,1750978.89,SHENZHEN ONETOUCH BUSINESS,13,985177.9512,2,0
45704507.15,MATCO FOODS (PVT) LIMITED,22852253.58,SKF BOILERS AND DRIERS PVT LTD,13,2471512.75,2,0
10899453,GULFRAZ FABRICS,3633151,CANTONESE KAPOK PRINTED PLASTIC,13,889907.0443,3,0
6796766,GULFRAZ FABRICS,6796766,CHANGXING TIAN XIANG TEXTILE,13,,1,0
9451152,GULFRAZ FABRICS,4725576,GOLD EAST TRADING HONG KONG,13,23758.78785,2,1
107300189,GULFRAZ FABRICS,10730018.9,SHANDONG ONETOUCH BUSINESS,13,5139450.639,10,1
21830388.4,GULFRAZ FABRICS,7276796.133,TONGXIANG ZHONGCHI CHEMICAL FIBER,13,3033226.148,3,0
9062547.66,SHOAIB USMAN TEXTILE INDUSTRIES,4531273.83,ARGON KIMYA SANAYI VE ,13,813088.186,2,0
12906680,SHOAIB USMAN TEXTILE INDUSTRIES,2151113.333,ROSSARI BIOTECH LTD,13,146251.5109,6,0
24099494.4,SHOAIB USMAN TEXTILE INDUSTRIES,8033164.8,UNG JIN CORPORATION,13,411538.9401,3,0
6138144.6,AL-KARAM PROCESSING MILLS(PVT.) LTD,6138144.6,BIANCO SPA,13,,1,0
1486982,AL-KARAM PROCESSING MILLS(PVT.) LTD,1486982,BOGE COMPRESSED AIR,13,,1,0
25464359.65,AL-KARAM PROCESSING MILLS(PVT.) LTD,4244059.942,COLOURTEX INDUSTRIES PRIVATE,13,1805350.483,6,1
3095985,AL-KARAM PROCESSING MILLS(PVT.) LTD,3095985,ROSSARI BIOTECH LTD,13,,1,0
4492778,DIAMOND FABRICS,4492778,AKRIPOL KIMYA SANAYI TICARET LTD,13,,1,0
6736143.4,DIAMOND FABRICS,6736143.4,CHANGSHU JIUXIN IMPORT AND EXPORT,13,,1,0
7844887.5,DIAMOND FABRICS,7844887.5,CHANGXING TIAN XIANG TEXTILE,13,,1,0
5491421.25,DIAMOND FABRICS,5491421.25,CHANGZHOU LIANGRU INTERNATIONAL,13,,1,0
1548360.8,DIAMOND FABRICS,1548360.8,HABASIT KAYIS SANAYI VE,13,,1,0
8179602.7,DIAMOND FABRICS,8179602.7,SHANDONG SUNSHINE PIGMENT CO LTD,13,,1,0
8645534.62,MOHAMMAD FAROOQ SATTAR,2881844.873,FUJIAN JINLUN FIBER SHAREHOLDING,13,106829.3266,3,0
2952031.17,MOHAMMAD FAROOQ SATTAR,2952031.17,JINJIANG JINFU CHEMICAL FIBER AND,13,,1,0
12424906,MOHAMMAD FAROOQ SATTAR,4141635.333,JONG STIT CO LTD,13,493592.0673,3,0
11254648,MOHAMMAD FAROOQ SATTAR,3751549.333,RECRON MALAYSIA SDN BHD,13,274255.2343,3,1
73209510.68,MOHAMMAD FAROOQ SATTAR,3050396.278,TK CHEMICAL CORP,13,530754.4258,24,0
5501745.12,MOHAMMAD FAROOQ SATTAR,2750872.56,TONGXIANG ZHONGCHI CHEMICAL FIBER,13,286300.7051,2,0
6002594.12,MOHAMMAD FAROOQ SATTAR,3001297.06,ZHEJIANG HENGYI PETROCHEMICALS CO,13,163530.662,2,0
83438461.49,"FIRST AMERICAN CORP. ( PVT) LTD.,",5959890.106,WUXI ZIHONG TEXTILE INTERNATIONAL,13,3345213.808,14,0
1790631,"FIRST AMERICAN CORP. ( PVT) LTD.,",1790631,ZHEJIANG ONETOUCH BUSINESS SERVICE,13,,1,1
4116996.96,NIMRA TEXTILE  PVT  LTD,4116996.96,ARGON KIMYA SANAYI VE ,13,,1,0
995374.8,NIMRA TEXTILE  PVT  LTD,995374.8,BOGE COMPRESSED AIR,13,,1,0
1560000,NIMRA TEXTILE  PVT  LTD,1560000,CHT PAKISTAN PRIVATE LIMITED,13,,1,0
6275669,NIMRA TEXTILE  PVT  LTD,6275669,COLOURTEX INDUSTRIES PRIVATE,13,,1,1
1980000,NIMRA TEXTILE  PVT  LTD,1980000,QADRI TEXTILE MILLS LTD,13,,1,0
2986124.4,NIMRA TEXTILE  PVT  LTD,2986124.4,REGGIANI MACCHINE SPA,13,,1,1
1659472,NIMRA TEXTILE  PVT  LTD,1659472,SCHILL AND SEILACHER GMBH,13,,1,1
15066000,NIMRA TEXTILE  PVT  LTD,3766500,THE CRESENT TEXTILE MILLS LTD,13,2865045.055,4,0
76477268,"AL-REHMAT TRADERS (PVT) LTD.,",5462662,COLONY TEXTILE MILLS LIMITED,13,2563867.076,14,0
2626500,"AL-REHMAT TRADERS (PVT) LTD.,",2626500,FANZ SPINNING MILLS,13,,1,0
26620500,"AL-REHMAT TRADERS (PVT) LTD.,",6655125,HAH TRADERS,13,2750560.257,4,0
6735400,"AL-REHMAT TRADERS (PVT) LTD.,",6735400,INTERLOOP LIMITED,13,,1,0
11700000,M.YAHYA M.YOUSUF BARI,11700000,CRESCENT FIBRES LIMITED,13,,1,0
25124500,M.YAHYA M.YOUSUF BARI,8374833.333,GADOON TEXTILE MILLS LIMITED,13,2497558.324,3,0
2050200,M.YAHYA M.YOUSUF BARI,2050200,INDUS DYEING AND MFG CO LTD,13,,1,0
10750000,M.YAHYA M.YOUSUF BARI,5375000,KASSIM TEXTILES PVT LTD,13,1096015.511,2,0
18406000,M.YAHYA M.YOUSUF BARI,6135333.333,LATIF TEXTILE MILLS PVT LIMITED,13,4460163.375,3,0
14179900,M.YAHYA M.YOUSUF BARI,7089950,METCO TEXTILE PVT LIMITED,13,1527279.937,2,0
61225450,M.YAHYA M.YOUSUF BARI,15306362.5,NADEEM TEXTILE MILLS LIMITED,13,13221700.51,4,0
33836000,M.YAHYA M.YOUSUF BARI,16918000,SAPPHIRE FIBRES LTD,13,12442250.92,2,0
3625000,M.YAHYA M.YOUSUF BARI,3625000,ZAMAN TEXTILE MILLS PVT LTD,13,,1,0
1500000,KAMRAN TEXTILE PVT LTD,1500000,AMTEX LIMITED,13,,1,0
14908740,KAMRAN TEXTILE PVT LTD,3727185,AZGARD NINE LIMITED,13,1230424.264,4,0
6457911.39,KAMRAN TEXTILE PVT LTD,3228955.695,CCJS INTERNATIONAL CO LTD,13,93192.5089,2,0
2831155,KAMRAN TEXTILE PVT LTD,2831155,COLONY TEXTILE MILLS LIMITED,13,,1,0
75856670,KAMRAN TEXTILE PVT LTD,4214259.444,GLAMOUR TEXTILE MILLS LTD,13,1558419.463,18,0
4111976.23,KAMRAN TEXTILE PVT LTD,4111976.23,NIPPON GULF INTERNATIONAL FZE,13,,1,1
21998000,KAMRAN TEXTILE PVT LTD,5499500,QADRI TEXTILE MILLS LTD,13,913601.4813,4,0
1384448,KAMRAN TEXTILE PVT LTD,1384448,SITARA SPINNING MILLS LIMITED,13,,1,0
1317941.1,KAMRAN TEXTILE PVT LTD,1317941.1,VANCE BIOENERGY SDN BHD,13,,1,0
2222080,"ANWARTEX INDUSTRIES (PVT) LTD.,",2222080,AMIN TEXTILE MILLS PVT LIMITED,13,,1,0
29100000,"ANWARTEX INDUSTRIES (PVT) LTD.,",5820000,GADOON TEXTILE MILLS LIMITED,13,2698073.387,5,0
1529550,"ANWARTEX INDUSTRIES (PVT) LTD.,",1529550,INDUS DYEING AND MFG CO LTD,13,,1,0
3600000,"ANWARTEX INDUSTRIES (PVT) LTD.,",3600000,LATIF TEXTILE MILLS PVT LIMITED,13,,1,0
2152700,"ANWARTEX INDUSTRIES (PVT) LTD.,",2152700,NADEEM TEXTILE MILLS LIMITED,13,,1,0
2562500,"ANWARTEX INDUSTRIES (PVT) LTD.,",2562500,POPULAR FIBRE MILLS PVT LTD,13,,1,0
11757036,"ANWARTEX INDUSTRIES (PVT) LTD.,",5878518,SAPPHIRE FIBRES LTD,13,2204077.293,2,0
1920000,"ANWARTEX INDUSTRIES (PVT) LTD.,",1920000,SAPPHIRE TEXTILE MILLS LTD,13,,1,0
2390000,"ANWARTEX INDUSTRIES (PVT) LTD.,",2390000,ZAMAN TEXTILE MILLS PVT LTD,13,,1,0
15549300,"NFK EXPORTS (PVT) LTD.,",7774650,AL NASR TEXTILES LIMITED,13,9086817.113,2,0
82815600,"NFK EXPORTS (PVT) LTD.,",7528690.909,AMIN TEXTILE MILLS PVT LIMITED,13,2586903.719,11,0
8034000,"NFK EXPORTS (PVT) LTD.,",8034000,BHANERO TEXTILE MILLS LTD,13,,1,0
22200000,"NFK EXPORTS (PVT) LTD.,",22200000,EASTERN SPINNING MILLS LIMITED,13,,1,0
1935000,"NFK EXPORTS (PVT) LTD.,",1935000,GADOON TEXTILE MILLS LIMITED,13,,1,0
3603942,"NFK EXPORTS (PVT) LTD.,",3603942,JINJIANG JINFU CHEMICAL FIBER AND,13,,1,0
858000,"NFK EXPORTS (PVT) LTD.,",858000,METCO TEXTILE PVT LIMITED,13,,1,0
478607950,"NFK EXPORTS (PVT) LTD.,",11130417.44,PAK KUWAIT TEXTILES LIMITED,13,6517275.692,43,0
301655683,"NFK EXPORTS (PVT) LTD.,",9426740.094,PREMIUM TEXTILE MILLS LTD,13,7344442.344,32,0
6798000,"NFK EXPORTS (PVT) LTD.,",6798000,SAPPHIRE TEXTILE MILLS LTD,13,,1,0
51828800,"NFK EXPORTS (PVT) LTD.,",5758755.556,SURRIYA TEXTILE MILLS PVT LTD,13,4919423.023,9,0
21000000,"NFK EXPORTS (PVT) LTD.,",21000000,ZAHIDJEE TEXTILE MILLS LIMITED,13,,1,0
8139559,"NFK EXPORTS (PVT) LTD.,",8139559,ZHEJIANG HENGYI PETROCHEMICALS CO,13,,1,0
3614924.16,"KAUSAR PROCESSING INDS. (PVT) LTD.,",3614924.16,AKRIPOL KIMYA SANAYI TICARET LTD,13,,1,0
33540381.51,"KAUSAR PROCESSING INDS. (PVT) LTD.,",4791483.073,ARGON KIMYA SANAYI VE ,13,376265.7687,7,0
2151800,"KAUSAR PROCESSING INDS. (PVT) LTD.,",537950,HILAL DYES PVT LIMITED,13,9179.86928,4,0
1293114,"KAUSAR PROCESSING INDS. (PVT) LTD.,",1293114,SHANDONG SUNSHINE PIGMENT CO LTD,13,,1,0
8845621.13,"KAUSAR PROCESSING INDS. (PVT) LTD.,",1769124.226,SUZHOU LIANSHENG CHEMISTRY CO LTD,13,1256505.652,5,0
18127109,"KAUSAR PROCESSING INDS. (PVT) LTD.,",4531777.25,WORLDCHEM FZE,13,109199.5,4,1
62904894,BODY MEDIA INTERNATIONAL (PVT) LTD.,4493206.714,AZGARD NINE LIMITED,13,2121154.117,14,0
9801714,BODY MEDIA INTERNATIONAL (PVT) LTD.,3267238,DENIM INTERNATIONAL,13,2465086.341,3,0
42440680,BODY MEDIA INTERNATIONAL (PVT) LTD.,3536723.333,DIAMOND FABRICS LIMITED,13,2643210.407,12,0
35278547,BODY MEDIA INTERNATIONAL (PVT) LTD.,3919838.556,KASSIM TEXTILES PVT LTD,13,2211170.392,9,0
21627237.68,BODY MEDIA INTERNATIONAL (PVT) LTD.,5406809.42,MEKOTEX PVT LTD,13,5573147.283,4,0
39513908.82,BODY MEDIA INTERNATIONAL (PVT) LTD.,13171302.94,NAVEENA EXPORTS LIMITED,13,4098657.362,3,0
165431716,BODY MEDIA INTERNATIONAL (PVT) LTD.,10339482.25,PAK DENIM LIMITED,13,5820029.714,16,0
13209522.71,BODY MEDIA INTERNATIONAL (PVT) LTD.,943537.3364,YKK PAKISTAN PVT LTD,13,464852.841,14,0
1920000,DESIGNS INTERNATIONAL.,1920000,AKRAM COTTON MILLS LIMITED,13,,1,0
78885340,DESIGNS INTERNATIONAL.,8765037.778,AMIN TEXTILE MILLS PVT LIMITED,13,6829853.552,9,0
1121700,DESIGNS INTERNATIONAL.,1121700,CRESCENT FIBRES LIMITED,13,,1,0
2080000,DESIGNS INTERNATIONAL.,2080000,GADOON TEXTILE MILLS LIMITED,13,,1,0
6942515,DESIGNS INTERNATIONAL.,6942515,HA FIBERS PVT LTD,13,,1,0
7105536,DESIGNS INTERNATIONAL.,7105536,HUSNAIN TEXTILE MILLS PVT LTD,13,,1,0
1169600,DESIGNS INTERNATIONAL.,1169600,METCO TEXTILE PVT LIMITED,13,,1,0
24088750,DESIGNS INTERNATIONAL.,4817750,PREMIUM TEXTILE MILLS LTD,13,3173709.433,5,0
15663600,DESIGNS INTERNATIONAL.,7831800,RELIANCE WEAVING MILLS LTD,13,8957911.547,2,0
88312253,DESIGNS INTERNATIONAL.,8831225.3,SURRIYA TEXTILE MILLS PVT LTD,13,4520055.632,10,0
4845225,DESIGNS INTERNATIONAL.,4845225,TATA TEXTILE MILLS LIMITED,13,,1,0
1061389.25,"GRACE APPAREL (PVT) LTD.,",1061389.25,ARTISTIC DENIM MILLS LTD,13,,1,0
1622400,"GRACE APPAREL (PVT) LTD.,",1622400,ARTISTIC FABRIC AND GARMENT,13,,1,0
4161385.8,"GRACE APPAREL (PVT) LTD.,",4161385.8,ARTISTIC MILLINERS PVT LTD,13,,1,0
1560350,"GRACE APPAREL (PVT) LTD.,",1560350,ASAHI DYESTUFF MFG CO LTD,13,,1,0
11010976,"GRACE APPAREL (PVT) LTD.,",3670325.333,AZGARD NINE LIMITED,13,4198801.843,3,0
12589648,"GRACE APPAREL (PVT) LTD.,",12589648,DENIM INTERNATIONAL,13,,1,0
3861845,"GRACE APPAREL (PVT) LTD.,",3861845,DIAMOND FABRICS LIMITED,13,,1,0
5338477.33,"GRACE APPAREL (PVT) LTD.,",2669238.665,DYSTAR SINGAPORE PTE LTD,13,9452.384248,2,1
16589580,"GRACE APPAREL (PVT) LTD.,",16589580,JEANOLOGIA SL,13,,1,0
6812550,"GRACE APPAREL (PVT) LTD.,",3406275,MASTER TEXTILE MILLS LIMITED,13,2271615.89,2,0
9347074.9,"GRACE APPAREL (PVT) LTD.,",9347074.9,NAVEENA EXPORTS LIMITED,13,,1,0
1655992,"GRACE APPAREL (PVT) LTD.,",1655992,NTC KIMYA SANAYI AS DERI ORGANIZE,13,,1,0
1799094.2,"GRACE APPAREL (PVT) LTD.,",1799094.2,NTC TEKSTIL YARDIMCI KIMYASALLARI,13,,1,0
3136870.4,"GRACE APPAREL (PVT) LTD.,",3136870.4,RAUF TEXTILE AND PRINTING MILLS,13,,1,0
3593982,HUSNAIN ZAHID MANUFACTURER,3593982,HANGZHOU QINGYUN HOLDING,13,,1,0
27543458.55,HUSNAIN ZAHID MANUFACTURER,3934779.793,HANGZHOU ZHONGLI CHEMICAL FIBER,13,1749165.861,7,0
8659757,HUSNAIN ZAHID MANUFACTURER,2886585.667,JONG STIT CO LTD,13,360079.967,3,0
596211.45,HUSNAIN ZAHID MANUFACTURER,596211.45,RUBBERFLEX SDN BHD,13,,1,0
2834232.34,HUSNAIN ZAHID MANUFACTURER,2834232.34,TONGXIANG ZHONGCHI CHEMICAL FIBER,13,,1,0
25291238.79,HUSNAIN ZAHID MANUFACTURER,5058247.758,VOLUNTEER ENTERPRISE CO LTD,13,3790976.67,5,0
9832259,HUSNAIN ZAHID MANUFACTURER,4916129.5,YIBIN HIEST FIBRE LIMITED,13,0,2,0
1560000,"COTTON WEB (PVT) LTD.,",1560000,ARTISTIC FABRIC AND GARMENT,13,,1,0
17259519,"COTTON WEB (PVT) LTD.,",5753173,ARTISTIC MILLINERS PVT LTD,13,1466608.724,3,0
75185657.88,"COTTON WEB (PVT) LTD.,",12530942.98,AZGARD NINE LIMITED,13,12005521.78,6,0
25227204.51,"COTTON WEB (PVT) LTD.,",4204534.085,DYSTAR SINGAPORE PTE LTD,13,530153.1481,6,1
1980572.6,"COTTON WEB (PVT) LTD.,",1980572.6,FOCUS GARMENT TECH PTE LTD,13,,1,1
1187192.97,"COTTON WEB (PVT) LTD.,",1187192.97,JUKI SINGAPORE PTE LTD,13,,1,1
13704521.16,"COTTON WEB (PVT) LTD.,",6852260.58,KOHINOOR MILLS LTDDYEING DIVISON,13,1016163.95,2,0
32445660,"COTTON WEB (PVT) LTD.,",16222830,MAHMUD DENIMS LTD,13,77907.61094,2,0
7521848.2,"COTTON WEB (PVT) LTD.,",3760924.1,MUSCAT THREAD MILLS SAOG,13,111803.3402,2,0
3484000,"COTTON WEB (PVT) LTD.,",3484000,SAPPHIRE FIBRES LTD,13,,1,0
2820195,"COTTON WEB (PVT) LTD.,",2820195,TOYOTA TSUSHO CORPORATION,13,,1,1
7788952,"COTTON WEB (PVT) LTD.,",7788952,YILTEKS IC VE DIS TICARET AS,13,,1,1
67992586.93,"COTTON WEB (PVT) LTD.,",22664195.64,YKK PAKISTAN PVT LTD,13,1659157.152,3,0
4247000,RAJCO INDUSTRIES,4247000,DIN TEXTILE MILLS LIMITED,13,,1,0
28334893.83,RAJCO INDUSTRIES,3541861.729,FUJIAN SBS ZIPPER SCIENCE AND,13,1066011.535,8,0
4757200,RAJCO INDUSTRIES,4757200,PAK KUWAIT TEXTILES LIMITED,13,,1,0
6453675.15,RAJCO INDUSTRIES,6453675.15,SHENZHEN ONETOUCH BUSINESS,13,,1,0
2168588.4,RAJCO INDUSTRIES,2168588.4,TONGXIANG ZHONGCHI CHEMICAL FIBER,13,,1,0
74387276,RAJCO INDUSTRIES,14877455.2,ZHEJIANG CADY INDUSTRY CO LTD,13,6159365.445,5,0
26660000,EASTERN GARMENTS (PVT) LIMITED,13330000,AL NASR TEXTILES LIMITED,13,608111.8318,2,0
13640000,EASTERN GARMENTS (PVT) LIMITED,6820000,AMIN TEXTILE MILLS PVT LIMITED,13,876812.4087,2,0
12491000,EASTERN GARMENTS (PVT) LIMITED,12491000,BHANERO TEXTILE MILLS LTD,13,,1,0
3691520,EASTERN GARMENTS (PVT) LIMITED,3691520,CRESCENT FIBRES LIMITED,13,,1,0
4066000,EASTERN GARMENTS (PVT) LIMITED,4066000,DIAMOND FABRICS LIMITED,13,,1,0
28345000,EASTERN GARMENTS (PVT) LIMITED,9448333.333,EASTERN SPINNING MILLS LIMITED,13,2824899.703,3,0
3760000,EASTERN GARMENTS (PVT) LIMITED,3760000,GADOON TEXTILE MILLS LIMITED,13,,1,0
3300000,EASTERN GARMENTS (PVT) LIMITED,3300000,HA FIBERS PVT LTD,13,,1,0
9210000,EASTERN GARMENTS (PVT) LIMITED,9210000,HUSNAIN TEXTILE MILLS PVT LTD,13,,1,0
76972000,EASTERN GARMENTS (PVT) LIMITED,19243000,INDUS DYEING AND MFG CO LTD,13,12405426.58,4,0
6087030,EASTERN GARMENTS (PVT) LIMITED,3043515,KASSIM TEXTILES PVT LTD,13,952451.6211,2,0
29807300.29,EASTERN GARMENTS (PVT) LIMITED,29807300.29,KOHINOOR MILLS LTDDYEING DIVISON,13,,1,0
17165914,EASTERN GARMENTS (PVT) LIMITED,17165914,KYUNGIN SYNTHETIC CORPORATION,13,,1,1
37642500,EASTERN GARMENTS (PVT) LIMITED,37642500,MASTER TEXTILE MILLS LIMITED,13,,1,0
37067000,EASTERN GARMENTS (PVT) LIMITED,12355666.67,MEKOTEX PVT LTD,13,3323786.708,3,0
62497000,EASTERN GARMENTS (PVT) LIMITED,12499400,METCO TEXTILE PVT LIMITED,13,8260047.324,5,0
8577000,EASTERN GARMENTS (PVT) LIMITED,4288500,PAK DENIM LIMITED,13,4198092.96,2,0
47074000,EASTERN GARMENTS (PVT) LIMITED,11768500,PAK KUWAIT TEXTILES LIMITED,13,4825730.584,4,0
6325000,EASTERN GARMENTS (PVT) LIMITED,6325000,POPULAR FIBRE MILLS PVT LTD,13,,1,0
20400000,EASTERN GARMENTS (PVT) LIMITED,10200000,PREMIUM TEXTILE MILLS LTD,13,424264.0687,2,0
6400000,EASTERN GARMENTS (PVT) LIMITED,6400000,QUETTA TEXTILE MILLS LIMITED,13,,1,0
8363520,EASTERN GARMENTS (PVT) LIMITED,8363520,RAUF TEXTILE AND PRINTING MILLS,13,,1,0
31416200,EASTERN GARMENTS (PVT) LIMITED,10472066.67,SAPPHIRE FIBRES LTD,13,8690508.759,3,0
35270000,EASTERN GARMENTS (PVT) LIMITED,7054000,SAPPHIRE TEXTILE MILLS LTD,13,2096996.066,5,0
28755000,EASTERN GARMENTS (PVT) LIMITED,7188750,SURRIYA TEXTILE MILLS PVT LTD,13,1958793.74,4,0
17838500,"CRESCENT BAHUMAN LIMITED,",5946166.667,ARTISTIC DENIM MILLS LTD,13,1870488.29,3,0
21510546,"CRESCENT BAHUMAN LIMITED,",4302109.2,ARTISTIC MILLINERS PVT LTD,13,1231903.275,5,0
