Amount,Applicant,Average,Beneficiary,Community_ID,Deviation,Frequency,Linkage
316012886.7,TCL ELECTRONICS PAKISTAN PVT LTD PLOT NO 129/5 QUAIED E AZAM INDUSTRIAL ESTATE KOTLAKHAT LAHORE     03246270699,28728444.24,TCL KING ELECTRICAL APPLIANCES HUIZHOU CO LTD NO19 ZHONG KAI DEVELOPMENT ZONE FOR NEW AND HIGH LEVEL TECH INDUSTRIES HUIZHOU CHINA,43,11468103.59,11,0
22523455.35,TCL ELECTRONICS PAKISTAN PVT LTD PLOT NO 129/5 QUAIED E AZAM INDUSTRIAL ESTATE KOTLAKHAT LAHORE     03246270699,22523455.35,TCL MOKA INTERNATIONAL LIMITED 13F TCL TOWER 8 TAI CHUNG RD TSUEN WAN NEW TERRORIES HONG KONG,43,,1,0
39237708.47,NISHAT PAPER PRODUCTS CO LTD NISHAT HOUSE 53-A LAWRENCE ROAD LAHORE.PAKISTAN,1060478.607,WINDMOLLER AND HOLSCHER MUENSTERSTRASSE 50 49525 LENGERICH GERMANY,44,1392063.08,37,0
2784051.07,"NIFT PVT LIMITED. 5TH FLOOR AWT PLAZA. I I CHUNDRIGAR ROAD, PK",2784051.07,JCI APPLICATION PTE LTD BLK 9012 TAMPINES ST 93 NO 2165 TAMPINES IND PK A SINGAPORE 528845,45,,1,0
188169883,"KAUSAR TEXTILES OFF # 02,2ND FLOOR, SAMAN ARCADE 1 J, GULBERG 3,GULBERG TOWN,LAHORE.",13440705.93,GREAT FASHION TRADING LLC UAE ,3,3370046.371,14,0
36555607.35,"KAUSAR TEXTILES OFF # 02,2ND FLOOR, SAMAN ARCADE 1 J, GULBERG 3,GULBERG TOWN,LAHORE.",18277803.68,NEW PROSPECT GENERAL TRADING LLC UAE ,3,3416884.86,2,0
7049749.81,JUNAID TEXTILE HOUSE NO 526 PEOPLES COLONY NO 1 FAISALABAD,7049749.81,KUNSHAN LEAR ELECTRIC INDUSTRY CO LTD NO 1255 CHENGBEI ROAD YUSHAN TOWN KUNSHAN CITY JIANGSU CHINA ,3,,1,0
13687190.66,JUNAID TEXTILE HOUSE NO 526 PEOPLES COLONY NO 1 FAISALABAD,13687190.66,TIGERLILY INTERNATIONAL UK LTD CHINA ,3,,1,0
2725351.2,JUKI SEWING MACHINE SERVICES HOUSE NO.4-F 11/10 NAZIMABAD NO.4 KARACHI,1362675.6,YIWU WATT IMPORT AND EXPORT CO LTD RM 310 BLDG 3 JIAHE FLAT BEIYUAN YIWU ZHEJIANG CHINA ,46,0,2,0
133647.03,"JORNEN PHARMA MACHINERY HOUSE NO.18/2,STREET NO.3-B SOHWARI SHALIMAR LINK ROAD MUGHAL PURA LAHORE",133647.03,CHONGQING XIANYOU TECHNOLOGY DEVELOPMENT CO LTD CHINA ,7,,1,0
55338638.71,"CLIPSAL PAKISTAN PVT LTD 101-102, SECTOR 15, KORANGI INDUSTRIAL AREA, KARACHI",2406027.77,SCHNEIDER ELECTRIC FZE KC06 JEBEL ALI FREE ZONE POBOX 17192 DUBAI UAE,5,2948595.332,23,0
389515.58,"JAVED AUTOS PLOT NO. 17, SCHEEM NO.1, NEAR TUBE WELL, G/B STAND, MULTAN ",389515.58,JS INTERNATIONAL CO LTD 129 GAJWA DONG ILSANSEOGUI KOYANG SL GYUNGGIDO KOREA ,47,,1,0
4402490.4,JAFIR INTERNATIONAL JAFIR INTERNATIONAL OFFICE NO 91 NEAR PURANA BALOCH ADDA CHOUBARA ROAD LAYYAH 03086694377,2201245.2,BHARAT AGRO OVERSEAS INDIA A64 INDUSTRIAL AREAGTKARNAL ROA DELHI110033INDIA ,48,1334156.064,2,0
969176.82,JAFIR INTERNATIONAL JAFIR INTERNATIONAL OFFICE NO 91 NEAR PURANA BALOCH ADDA CHOUBARA ROAD LAYYAH 03086694377,969176.82,HOSHIARPURIAN DI HATTI SABZI MANDI AMRITSER INDIA ,48,,1,0
360588.72,J AND I COMPANY 141 1 AL-AMNA PLAZA M.A.JINNAH ROAD KARACHI. ,360588.72,SELLQUICK EUROPE 2 LUMB LANE ROBBERTTOWN KIVERSEDGE WEST YORKSHIRE UK ,5,,1,0
93175.7,J AND I COMPANY 141 1 AL-AMNA PLAZA M.A.JINNAH ROAD KARACHI. ,93175.7,TEUFELBERGER FIBER ROPE GMBH VOGELWEIDERSTRABE 50 4600 WELS AUS ,5,,1,0
9370060.35,"IZHAR PIPE CORPORATION IZHAR PIPE CORPORATION G-7, D-S TOWER REHMAN GALI NO.6 86 RAILWAY ROAD LAHORE",3123353.45,ANHUI WANTONG INTERNATIONAL TRADING CO LTD ROOM 722 BLOCK B BLUE BUSINESS PORT NO188 QIANSHAN RD HEFEI 230031 ANHUI PR CHINA,7,2202054.292,3,0
4677121.94,"IZHAR PIPE CORPORATION IZHAR PIPE CORPORATION G-7, D-S TOWER REHMAN GALI NO.6 86 RAILWAY ROAD LAHORE",4677121.94,SHANDONG XINYA IMPORT AND EXPOR CO NO1 MIDDLE CHANGJIANG ROAD ECONOMI ,7,,1,0
42279762.04,CRYSTAL DISTRIBUTORS W-16 DOCTORS SOCIETY CANAL BANK ROAD THOKAR NIAZ BAIG IQBAL TOWN LAHORE,4227976.204,RELLA GIDA SAN VE TIC AS TUZLA KIMYACILAR OSB MELEK ARAS BL ,49,582487.176,10,0
1607223.46,DANISH APPAREL PVT  LTD 21 KM OFF FEROZE PUR ROAD HADIARA DRAIN LAHORE. PH.52716213,535741.1533,UNIQUE APPAREL PVT LIMITED NRA 2ND FLOOR UNIT NO 1 BUILDING NO 111 ,13,206332.5513,3,0
8165422.64,"IRI TRADERS., PLOT NO. S-1, EASTE AVENUE, S.I.T.E., KARACHI, PAKISTAN. ",2721807.547,KAMSONS MIDDLE EAST DMCC PO BOX 450125 DUBAI  UAE ,34,59599.15766,3,0
7138847.83,"IRI TRADERS., PLOT NO. S-1, EASTE AVENUE, S.I.T.E., KARACHI, PAKISTAN. ",7138847.83,MUNAWAR INTERNATIONAL PLOT NO9112021 AND 22 SECTOR C1 EPZ KARACHI PAKISTAN,34,,1,0
4098508.92,DATA ENGINEERING PLOT NO A-28 OPP CUSTOM HOUSE NEAR FIA OFFICE SITE HYDERABAD PAKISTAN,4098508.92,CHONGQING YINXIANG TRADE CO LTD NO 822 KONGGANG AVE KONGGANG ECONOMIC DEVELOPMENT ZONE YUBEI DISTRICT CHONGQING,50,,1,0
217970581.6,DATA ENGINEERING PLOT NO A-28 OPP CUSTOM HOUSE NEAR FIA OFFICE SITE HYDERABAD PAKISTAN,6227730.904,CHONGQING ZONGSHEN ENGINE MANUFACTURE COLTD ZONGSHEN INDUSTRY ZONE BA'NAN DISTRICTCHONGQINQCHINA,50,1772602.024,35,0
1048212,DATA IMPEX DATA IMPEX SHOP NO H 1275 INSIDE AKBARI MANDI LAHORE,1048212,RAJASTHAN AGRO PRODUCTS C10 RAJDHANI MANDI YARD SIKAR ROA ,51,,1,0
11736043.61,"DEHLI ELECTRIC STORES., BAGHPATEE CHAMBER, ALTAF HUSSAIN ROAD, KARACHI-74000, PAKISTAN.",1467005.451,AUTONIX CO LTD 3FL 124 CHUNGCHENG ROAD SHIHLIN TAIPEI TAIWAN ,52,534226.7405,8,0
2530465.2,"DEHLI ELECTRIC STORES., BAGHPATEE CHAMBER, ALTAF HUSSAIN ROAD, KARACHI-74000, PAKISTAN.",506093.04,JUMBO GMBH AND CO KG D 36035 FLUDA GERMANY ,52,38701.61465,5,0
130872.98,"KAM NETWORK OFF NO 08,2ND FLOOR,MEHMOOD PLAZA, FAZAL E HAQ ROAD,BLUE AREA, ISLAMABAD, PAKISTAN.",130872.98,AWAN DISTRIBUTION FZC P5ELOBOFFICE NOE20F34 HAMRIYA FREE ZONESHARJAH UAE,53,,1,0
362622.66,"KONSULT TEK ptvLTD OFFICE NO 33 ROSE 1 PLAZA 2nd floor I-8 MARKAZ ISLAMABAD, PAKISTAN",120874.22,SNAP ON TOOLS SINGAPORE PTE LTD 25 TAGORE LANE NO 0101 SINGAPORE 787602 ,54,86705.50519,3,0
3668742,KOLAR TRADERS OLD KOT NOORA ROAD MOH SULTAN PURA GHAKHAR MANDI GUJRANWALA PAKISTAN,3668742,KOLAR TRADING AND CO LTD KOREA ,55,,1,0
362290.37,BNP (PVT) LIMITED M/S BNP (PVT) LIMITED 1-CONSTITUTION AVENUE ADJCENT TO CONVENTION CENTRE ISLAMABAD,362290.37,SHENZHEN ONETOUCH BUSINESS SERVICE LTD 6F HONG CHANG PLAZA 2001 SHEN NAN ROAD EAST SHENZHEN CITY CHINA,11,,1,0
469651.39,"KINGS ART PRESS ALTAF HUSSAIN ROAD, KARACHI 74000, PAKISTAN ",469651.39,BINDITEK SHANGHAI CO LTD RM 313 BLDG 10 LANE 658 JINZHONG ROAD SHANGHAI CHINA ,11,,1,0
250187.24,"KINGS ART PRESS ALTAF HUSSAIN ROAD, KARACHI 74000, PAKISTAN ",250187.24,SHENZHEN ONETOUCH BUSINESS SERVICE LTD 6F HONG CHANG PLAZA 2001 SHEN NAN ROAD EAST SHENZHEN CITY CHINA,11,,1,0
2398960.01,KICKER SPORTS KICKER SPORTS 49-51C S.I.E SIALKOT,1199480.005,LATICO GERMANY GMBH AM SCHMELZOFEN 10 26446 HORSTEN ,56,688208.016,2,0
720225,KHURSHID SONS P NO 221 MOHALLAH SITARA SAPNA CITY FAISALABAD ,720225,FAIZ MIAN TRADING CO LTD 2771 OZAKI KOGA SHI IBARAKI KEN JAPAN 3060101 ,57,,1,0
181166.67,BODY MEDIA INTL. PVT LTD 22 W DEFENCE HOUSING AUTHORITY D H A PK,181166.67,JUN AN METAL MFG CO UNIT B708 7F ALEXANDRA IND BLDG WING HONG ST 27 CHENG SHA WAN HONG KONG,8,,1,0
314463.6,BROTHERS CORPORATION 325-A ABBAS BLOCK MUSTAFA TOWN WAHADAT ROAD LAHORE,314463.6,REHAMAN TRADING 22621203 FUNADA CHIKUSEICITY IB ,58,,1,0
41928.48,KBK ELECTRONICS PRIVATE LTD IST FLOOR. SANAM BUILDING 37-FEROZEPUR ROAD LAHORE. PK,41928.48,SINOWORLD INTERNATIONAL CO LTD FLAT 8 20F SUNWISE INDUSTRIAL BUILDING 1626 WANG WO TSAI ST TSUEN WAN NT HONG KONG,59,,1,0
17033445,HAFEEZ IQBAL OIL & GHEE INDS PVT LT PLOT NO 191-192 SECTOR I-9 INDUSTRIAL AREA ISLAMABAD,17033445,AAA OILS AND FATS PTE LTD 80 RAFFLES PLACE HEX 5001 SINGAPORE ,60,,1,0
38521791,HAFEEZ IQBAL OIL & GHEE INDS PVT LT PLOT NO 191-192 SECTOR I-9 INDUSTRIAL AREA ISLAMABAD,38521791,INTERCONTINENTAL OILS AND FATS PTE LTD 150 BEACH ROAD HEX 1601 GATEWAY WEST SINGAPORE 189720,60,,1,0
345909.96,"KARACHI COLOUR CO. ZIA CENTRE, ZAKARIA LANE, JODIA BAZAR, KARACHI, PAKISTAN. TEL:0092-21-32421981, 32442240",345909.96,AVANI DYECHEM INDUSTRIES C157 PHASEII GIDC VATWA AHMEDABAD INDIA ,61,,1,0
5502379.25,CHAUDHRY BROTHERS OFFICE NO.H 417 BAZAR NOHERIYAN INSIDE AKBARI GATE LAHORE,2751189.625,STONE EXPORT HOUSE PVT LTD 409410 4TH FLR HUB TOWN VIVS WESTURN EXPRESS HIGHWAY JOGESHWARI WAST MUMBAI INDIA,51,1297615.013,2,0
353698.18,KHAWAJA TRADERS 214 LIAQUAT MARKET MA JINNAH ROAD KARACHI KARACHI   03342127777.,58949.69667,GATES UNITTA THAILAND CO LTD 6486 M4 EASTERM SEABOARD ONDUSTRIA ,62,19357.74356,6,0
29582665.27,"BELGIAN ADVANCED SYSTEMS(PVT)LTD OFFICE  # 3-6 ALI TOWER 4TH FLOOR, 105 B2, M.M ALAM ROAD -GULBERG III, LAHORE PAKISTAN.",1479133.264,SHANGHAI AT INDUSTRIAL CO LTD UNIT 301 TOWER A HONGWELL INTERNATIONAL PLAZA NO1600 ZHONGSHAN WEST RD SHANGHAI CHINA,63,860524.8534,20,0
2887299.95,DS TRADERS HOUSE NO52A MUHALLA CHIRAGH PARK SHADBAGH LAHORE ,2887299.95,ANHUI WHITE RABBIT INTERNATIONAL INVESTMENT CO LTD TONGXIANG ROAD ECONOMIC ZONE TONGCHENG CITY ANHUI PROVINCE CHINA,7,,1,0
3474927.6,DS TRADERS HOUSE NO52A MUHALLA CHIRAGH PARK SHADBAGH LAHORE ,3474927.6,HIGH HOPPE INTL GROUP JIANGSU CHAMPION HOLDINGS LIMITED COMPANY NO91 BAIXIA RD NANJING CHINA,7,,1,0
197685775.9,HORIZON INTERNATIONAL ROOM # 1 SECOND FLOOR MAIN BAZAR DOGAGE TOWN BARKI ROAD LAHORE,17971434.17,GREAT FASHION TRADING LLC UAE ,3,4150017.181,11,0
88269277.39,HORIZON INTERNATIONAL ROOM # 1 SECOND FLOOR MAIN BAZAR DOGAGE TOWN BARKI ROAD LAHORE,17653855.48,VALDA INTERNATIONAL GENERAL TRADING LLC DEIRA DUBAI UAE ,3,3349953.087,5,0
16901742.4,FS TRADERS OFFICE NO 1 BASEMENT KHAN ARCADE SYED MOUJ DARYA ROAD LAHORE,2816957.067,YIWU SUNSHIME IMP AND EXP CO LIMITED OFFICE 1011 JINMAO TOWER CHOUZHOU ROAD YIWU CITY ZHEJIANG CHINA,17,506154.8098,6,0
4313182.74,FURQAN IDREES ENTERPRISES H # 108 E STREET NO 7 OFFICERS COLONY LAHORE CANTT ,4313182.74,GUANGDONG FUTINA ELECTRICAL CO LTD FOSHAN LELIU CHINA ,3,,1,0
47687075.81,FURQAN IDREES ENTERPRISES H # 108 E STREET NO 7 OFFICERS COLONY LAHORE CANTT ,15895691.94,SHUN SHI LIMITED UNIT A1 7F CHEUK NANG PLAZA 250 HENNESSY ,3,2567395.466,3,0
15240583.2,HI TECH INTERNATIONAL HI TECH INTERNATIONAL ROOM NO 3 SECOND FLOOR PLOT 46/C MAIN BAZAR DOGAE TOWN BARKI RD LHR,15240583.2,AMERICAN SILK GENERAL TRADING LLC UAE ,3,,1,0
11320689.6,HI TECH INTERNATIONAL HI TECH INTERNATIONAL ROOM NO 3 SECOND FLOOR PLOT 46/C MAIN BAZAR DOGAE TOWN BARKI RD LHR,11320689.6,SHAOXING COUNTY DUOFU IMP AND EXP CO LTD CHINA ,3,,1,0
488676.43,G M TRADERS NARGIS STREET HOUSE NO 12 TAJ BAGH HOUSING SOCIETY LAHORE CANTT ,488676.43,HANGZHOU FUMEI IMP AND EXP CO LTD FLOOR 2 NO 449 SHANGMAO STREET GUAL ,11,,1,0
811316.08,G M TRADERS NARGIS STREET HOUSE NO 12 TAJ BAGH HOUSING SOCIETY LAHORE CANTT ,162263.216,HANGZHOU GREEDAY IMP AND EXP CO LTD 156 NORTH SHIXIN RD XIAOSHAN DIST H ,11,17949.23386,5,0
29889765.18,HELB PESTICIDES& CHEMCIIAL PAK 7 C INDUSTRIAL ESTATE SHER SHAH ROAD MULTAN,5977953.036,EL HELB PESTICIDES AND CHEMICALS CO NEW DAMIETTA EGYPT POBOX 117 EGYPT ,64,4744403.671,5,0
2955957.84,HELB PESTICIDES& CHEMCIIAL PAK 7 C INDUSTRIAL ESTATE SHER SHAH ROAD MULTAN,1477978.92,ELMOSTAKBL FOR CHEMICALS CO NEW BORG ELARAB ARAB REPUBLIC OF EGYPT FOURTH INDUSTRIAL AREA EXTENSION,64,311303.0816,2,0
33696871.16,HELB AGRO SCIENCES PAKISTAN PVT LTD 7-C/1 INDUSTRIAL ESTATE PHASE I MULTLAN.PAKISTAN ,4212108.895,EL HELB PESTICIDES AND CHEMICALS CO NEW DAMIETTA EGYPT POBOX 117 EGYPT ,64,1716362.29,8,0
3039814.8,HELB AGRO SCIENCES PAKISTAN PVT LTD 7-C/1 INDUSTRIAL ESTATE PHASE I MULTLAN.PAKISTAN ,3039814.8,ELMOSTAKBL FOR CHEMICALS CO NEW BORG ELARAB ARAB REPUBLIC OF EGYPT FOURTH INDUSTRIAL AREA EXTENSION,64,,1,0
123817082.4,"HAZARA EFFICIENT GAS D-23,BLOCK-1,CLIFTON, KARACHI-PAKISTAN ",24763416.48,PACIFIC PETROCHEMICAL FZE PO BOX 52494 OFFICE NO E2 112G14 ,65,0,5,0
937595.23,HAYEESONS CORPORATION RAGHIB TOWN PASRUR ROAD SIALKOT 03018611111 SIALKOT,312531.7433,YKK PAKISTAN PVT LTD PLOT 123 SECTOR EI AND EII KARACHI EXPORT PROCESSING ZONE MEHRAN HIGHWAY LANDHI PAKISTAN,8,208843.164,3,0
20491176.68,GREEN HOUSE LIMITED 1ST FLOOR HT CENTRE HOKEY STADIUM SUSAN ROAD MADINA TOWN FAISALABAD,6830392.227,AMIN SALIM COMPANY SANATI PARK SHOR ANDAM KANDAHAR AFGHANISTAN,66,3444839.008,3,0
7501005.07,GREENAGE INTERNATIONAL 77 INDUSTRIAL ESTATE MULTAN.PAKISTAN ,2500335.023,MOUNTAIN AGROCHEMICAL PVT LTD SUIT 1707 MILLINNIUM PLAZABNO72 NORTH XI SANHUAN ROADBEIJING CHINA,67,1336618.411,3,0
17447488.74,HS FREDDING CO CHEEMA ENTERPRISE GT ROAD KHIALI BYPASS ROAD GUJRANWALA ,8723744.37,ACM CO LTD 5551 AAMDAERO YEOUNSUGU INCHEON KOREA ,68,1960468.216,2,0
11006226,HS FREDDING CO CHEEMA ENTERPRISE GT ROAD KHIALI BYPASS ROAD GUJRANWALA ,11006226,ZOHAIB TRADING CO LTD 803 50 BEODEUNARURO YEONGDEUNGPOGU SEOUL KOREA,68,,1,0
1168756.38,"FR TRADERS H,NO,312 QASIMABD NEAR ARSHI CHOWK LIAQUATABAD KARACHI",1168756.38,SMART GZ INTERNATIONAL TRADING LT ROOM 2204 NO 371375 WORLD TRADING ,69,,1,0
5581724.71,FLUX TECHNOLOGY HOUSE NO.22-B MUMTAZ STREET RASHIDA PARK GHARI SHAHU LAHORE PAKISTAN,697715.5888,HUAYI INTERNATIONAL POWER CO LTD NO 228 CENTRAL AVENUE ECONOMIC DEVELOPMENT ZONE YUEQING CITY ZHEJIANG PRO CHINA,70,304619.651,8,0
3354278.4,FLUX TECHNOLOGY HOUSE NO.22-B MUMTAZ STREET RASHIDA PARK GHARI SHAHU LAHORE PAKISTAN,838569.6,ZHEJIANG HUAYI IMPORT AND EXPORT CO LTD 178 NINGKANG EAST ROAD YUEQING ZHEJIANG CHINA,70,93265.34624,4,0
25827943.68,EMAAN TRADERS OFFICE NO 05 MASJID GHALLAH MANDI GUJRANWALA ,12913971.84,ACM CO LTD 5551 AAMDAERO YEOUNSUGU INCHEON KOREA ,68,2594192.347,2,0
14674968,EMAAN TRADERS OFFICE NO 05 MASJID GHALLAH MANDI GUJRANWALA ,14674968,ALI TRADING CO LTD 367 JEONGWANGCHEONRO SIHEUNGGI ,68,,1,0
2202031.36,IMRAN ENTERPRISES SHOP NO 466 SGAR ROAD SADDAR BAZAR CANTT LAHORE LAHORE,1101015.68,YIWU ESHINE IMPORT AND EXPORT CO LTD NO301 UNIT 5 BLDG 30 DIST 1 OF CHENGXIN YIWU CHINA ,17,211056.0724,2,0
1310265,IMRAN ENTERPRISES SHOP NO 466 SGAR ROAD SADDAR BAZAR CANTT LAHORE LAHORE,1310265,YIWU SUNSHIME IMP AND EXP CO LIMITED OFFICE 1011 JINMAO TOWER CHOUZHOU ROAD YIWU CITY ZHEJIANG CHINA,17,,1,0
652302.33,"IMRAN ENTERPRISES IMRAN ENTERPRISES. BASEMENT 1 NEAR JAMIA GHOUSIA HANFIA,STONE MAR KET, 99 RAILWAY ROAD, LAHORE.",652302.33,ANHUI JINYI IMPORT AND EXPORT CO LTD ,7,,1,0
11798779.09,"IMRAN ENTERPRISES IMRAN ENTERPRISES. BASEMENT 1 NEAR JAMIA GHOUSIA HANFIA,STONE MAR KET, 99 RAILWAY ROAD, LAHORE.",2949694.773,SHANDONG XINYA IMPORT AND EXPOR CO NO1 MIDDLE CHANGJIANG ROAD ECONOMI ,7,528174.7131,4,0
15984216.87,EHAN ENTERPRISES 273-D EME DHA LAHORE 03004239551,1598421.687,TECHNOLOGY WORKS AUS UNIT 1 45 GRAND PARADE EPPING VIC 3076 AUSTRALIA ,71,670996.7082,10,0
10591881.42,"IMAGE SYSTEM MARKETING PVT LTD 5TH FLOOR AWT PLAZA I.I. CHUNDRIGAR ROAD, KARACHI, PAKISTAN.",1323985.178,JCI APPLICATION PTE LTD BLK 9012 TAMPINES ST 93 NO 2165 TAMPINES IND PK A SINGAPORE 528845,45,1879533.302,8,0
4435509.08,FAMITEX 142-E BLOCK MODEL TOWN LAHORE,4435509.08,QINGDAO SPADE TRADING CO LTD QINGDAO SHANDONG CHINA ,3,,1,0
5077958.21,FAMITEX 142-E BLOCK MODEL TOWN LAHORE,5077958.21,SUCCESS STAND LIMITED WU BUILDING 302308 ROAD HK ,3,,1,0
1042970.94,"IDEAL DISRIBUTION LINE IDEAL DISTRIBUTION LINE, 201 LAND MARK PLAZA, I.I CHUNDRIGAR ROAD KARACHI",1042970.94,MEGAPLUS SOLUTION PTE LTD 629 AL JUNIED ROAD NO 704 CITITECH INDUSTRIAL BUILDING SINGAPORE,72,,1,0
261010658,"I2 PAKISTAN PVT LIMITED. 15 AL HAMRA CO OPERATIVE SOCIETY, OFF.TIPU SULTAN ROAD, KARACHI.",18643618.43,LENOVO GLOBAL TECHNOLOGY HK LIMITED 23 F LINCOIN HOUSE TAIKOO PLACE 979 KINGS ROAD QUARRY BAY HONGKONG,25,16547057.32,14,0
154377812.2,"I B A INTERNATIONAL SUITE # 202 (2ND FLOOR), BUSINESS & FINANCE CENTRE, I.I CHUNDRIGARH ROAD-KARACHI",7718890.612,COMPUTER RECYCLERS USA LLC 6395 MCDONOUGH DRIVE SUITE B NORCROSS GA30093 USA,73,4100768.448,20,0
74261627.35,"I B A INTERNATIONAL SUITE # 202 (2ND FLOOR), BUSINESS & FINANCE CENTRE, I.I CHUNDRIGARH ROAD-KARACHI",6188468.946,SOUTHEAST IT ASSET RECOVERY LLC 5215 BEECHAM COURT SUWANEE GA30024 USA,73,3644907.855,12,0
13069397.57,HYDRO ELECTRIC POWER SYSTEM ENGG CO FIRST FLOOR 8 S GULBERG 11 LAHORE,13069397.57,GE GLOBAL PARTS & PRODUCTS GMBH BROWN BOVERI STRASSE 7 BADEN 5400 C ,21,,1,0
2013405.61,IMRAN ELECTRONICS BLDG NO 12 HOUSE NO 8 JETPUR SQUARE BLOCK 14 F B AREA,2013405.61,MEGAPLUS SOLUTION PTE LTD 629 AL JUNIED ROAD NO 704 CITITECH INDUSTRIAL BUILDING SINGAPORE,72,,1,0
5336237.65,IMRAN ELECTRONICS BLDG NO 12 HOUSE NO 8 JETPUR SQUARE BLOCK 14 F B AREA,2668118.825,RASHI PERIPHERALS PTE LTD 51 CHANGI BUSINESS PARK CENTRAL 2 0914 THE SINGAPORE SINGAPORE  486066,72,921901.8433,2,0
2956209.41,BELGIAN ADVANCED SYSTEMS PVT LTD UNIT 3-6 ALI TOWER 4TH FLOOR 105 B-2 M M ALAM ROAD GULBERG 3 LAHORE 042 111 227 000,1478104.705,SHANGHAI AT INDUSTRIAL CO LTD UNIT 301 TOWER A HONGWELL INTERNATIONAL PLAZA NO1600 ZHONGSHAN WEST RD SHANGHAI CHINA,63,1331309.867,2,0
1991946.6,H.B & CO. 9-E BLOCK-G GULBERG 2 LAHORE.,110663.7,CHINA NANHAI OIL TRUST AND TRADING COMPANY 18F HAIJIAO BLDG NO 93 TIANHE RD GUANGZHOU CHINA ,74,250084.83,18,0
98067203.22,ABC TRADERS OFFICER COLONY NO-2 HOUSE-95 MUHALLAH MADINA TOWN BLOCK-A FAISALABAD,2514543.672,AMIN CORPORATION 689 NORTH MAIN ST LEOMINISTER MASS 01453 USA ,75,809691.0466,39,0
38319905.38,ABC TRADERS OFFICER COLONY NO-2 HOUSE-95 MUHALLAH MADINA TOWN BLOCK-A FAISALABAD,3831990.538,AMIN GROUP INC 100 SIMPLEX DRIVE WESTMINSTER MA 01473 USA,75,742149.4509,10,0
2299567.49,ARD INDUSTRIES P-35 NEAR GULZAR CINEMA SAMUNDRI ROAD GOJRA DISTT. TOBA TEK ,2299567.49,WUJIANG VISION INTERNATIONAL TRADIN SONGLING TOWN WUJIANG CITY JIANGSU PROV CHINA ,76,,1,0
10588666.56,M.S TRADERS MS TRADERS OFFICE NO 7 STREET NO 67 DIL MUHAMMAD ROAD LAHORE ,5294333.28,HABIB IMPORT AND EXPORT CO LTD FUXING SOUTH RD NO 2 GUANGDONG P ,77,1690395.004,2,0
39578735.65,"ABAAD INTERNATIONAL ROOM # 2 46/C, 2ND FLOOR,DOGAGE TOWN, MAIN BAZAR,BARKI RD,LAHORE.",9894683.913,CITY MOUNTAINS GENERAL TRADING LLC UAE ,3,3197740.983,4,0
42396888.21,"ABAAD INTERNATIONAL ROOM # 2 46/C, 2ND FLOOR,DOGAGE TOWN, MAIN BAZAR,BARKI RD,LAHORE.",14132296.07,NEW PROSPECT GENERAL TRADING LLC UAE ,3,3995168.766,3,0
64091550.66,ARHAM & CO HOUSE # 309 J BLOCK SABZAZAR SCHEME MULTAN ROAD LAHORE,3373239.508,NEW SSB CO LIMITED 5654 NATHAN RD HONG KONG ,31,2006170.541,19,0
1823888.88,M/S.AL KEMY PHARMACEUTICAL LABOROTIES (PVT) LTD. P/9 S.I.T.E. HYDERABAD PAKISTAN.,1823888.88,HUBEI HONGYUAN PHARMACEUTICAL TECHNOLOGY CO LTD 428 YISHUI NORTH ROAD FENGSHAN LUOTIAN HUBEI CHINA,78,,1,0
3721152.6,M/S.AL KEMY PHARMACEUTICAL LABOROTIES (PVT) LTD. P/9 S.I.T.E. HYDERABAD PAKISTAN.,3721152.6,INFOARK CO LTD RM 810 NEW LAND PLAZA 58 FUCHENG ROAD HAIDIAN DISTRICT BEIJING CHINA,78,,1,1
1810786.23,ARIF BROS B-21 BLOCK # 18 GULSHAN-E-IQBAL KARACHI PAKISTAN ,603595.41,VARDHMAN CHEMICALS C158 GIDC PHASEIIVATWA AHMEDABAD INDIA ,61,323954.4649,3,0
10482.12,ARIF`S ENTERPRISES PLOT NO.113 SECTOR 5/A SAEEDABAD BALDIA TOWN KARACHI,10482.12,SHANDONG KERUI PETROLEUM EQUIPMENT CO LTD NO 233 NANER RD DONGYING SHANDONG PRO CHINA,5,,1,0
1614770.59,AROOBA TRADERS IMPORT AND EXPORT RAHIM CENTRE MAIN BAZAR  SANT PURA FAISALABAD,538256.8633,MADINA TRADING CO LTD 333 GONGNEUNG CHUN RO JIYEONGDONG ,79,222227.7408,3,0
493695.42,"ARSAM PULP & PAPER BOARD IND.PVT LT 31-KM, LAHORE SHEIKHUPURA ROAD, SHEIKHUPURA.",493695.42,JOH CLOUTH GMBH AND CO KG POSTFACH 100165 D42490 HUCKESWAGEN GERMANY ,5,,1,0
194563.74,"ARSAM PULP & PAPER BOARD IND.PVT LT 31-KM, LAHORE SHEIKHUPURA ROAD, SHEIKHUPURA.",194563.74,TEUFELBERGER FIBER ROPE GMBH VOGELWEIDERSTRABE 50 4600 WELS AUS ,5,,1,0
224411.6,A.N.WORLD WIDE TRADERS AFTAB AHMED H # 5 GALI # 7 KASHMIR ROAD BARKAT COLONY,224411.6,ARIEAS LOGISTICS BV ROTTERDAM CITY CENTRE WEENAZUID130 RTH FLOOR 3012 NC ROTTERDAM NL,68,,1,0
637208.07,ASAMA ENTERPRISES P-35 NEAR GULZAR CINEMA SAMUNDRI ROAD GOJRA,637208.07,WUJIANG VISION INTERNATIONAL TRADIN SONGLING TOWN WUJIANG CITY JIANGSU PROV CHINA ,76,,1,0
